loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail,credit_age_yrs
9000,36 months,15.58,9 years,MORTGAGE,57204,Verified,debt_consolidation,9.48,2,1,12,0,13284,0.505,41,9000,1225.26,6770.78,0,25.83516484
5275,36 months,10.39,3 years,RENT,45000,Not Verified,debt_consolidation,20.69,0,0,11,0,5500,0.282,22,5275,842.12,458.47,0,7.192307692
25000,36 months,12.73,10+ years,MORTGAGE,119000,Verified,debt_consolidation,7.04,0,0,5,0,12204,0.653,20,16575,3395.41,2747.1,0,23.33241758
15000,36 months,8.94,10+ years,OWN,102000,Verified,car,6.21,0,2,7,0,4054,0.06,19,15000,2156.54,512.26,0,11.37362637
4000,36 months,11.49,1 year,RENT,51000,Not Verified,other,21.44,0,1,13,0,15896,0.568,28,1179.48,396.96,131.89,1,9.947802198
5000,36 months,11.03,2 years,RENT,50000,Not Verified,educational,16.56,0,2,2,1,5584,0.809,6,5000,895.49,164.15,0,12.45604396
6000,36 months,13.06,10+ years,MORTGAGE,120000,Verified,home_improvement,23.31,0,1,7,0,60120,0.74,39,6000,727.81,4304.95,0,16.98076923
12000,60 months,19.29,< 1 year,MORTGAGE,49646,Source Verified,debt_consolidation,6.16,0,2,16,0,6796,0.819,24,12000,6763.61,20.29,0,6.769230769
25000,36 months,12.23,6 years,RENT,160000,Verified,debt_consolidation,8.17,0,3,8,0,2915,0.243,14,25000,4992.97,859.05,0,8.615384615
12000,36 months,15.05,< 1 year,RENT,29000,Not Verified,small_business,2.48,0,2,6,2,4770,0.524,15,11999.98,2986.61,419.04,0,11.03846154
14000,60 months,12.99,1 year,RENT,45000,Not Verified,debt_consolidation,13.49,1,0,11,0,2830,0.578,46,3589.97,2915.98,150.96,1,11.45604396
12600,60 months,9.99,3 years,RENT,60000,Verified,small_business,2.82,0,1,5,0,6245,0.302,11,12600,412.17,12211.6,0,9.535714286
25000,36 months,10.59,10+ years,MORTGAGE,113135,Verified,other,2.96,0,1,10,0,5577,0.393,35,25000,4290.36,836.48,0,19.98351648
4800,36 months,12.61,1 year,RENT,36000,Source Verified,debt_consolidation,20.37,0,0,11,1,9558,0.946,17,4800,989.95,169.25,0,12.04120879
10400,60 months,19.29,5 years,RENT,42000,Verified,debt_consolidation,16.54,0,0,7,0,11678,0.965,16,1618.5,2172.28,271.45,1,11.45604396
6000,36 months,11.89,10+ years,RENT,55000,Not Verified,debt_consolidation,6.81,0,0,9,0,9720,0.403,22,5999.99,1163.37,208.51,0,12.53846154
3000,36 months,12.69,3 years,RENT,25000,Verified,debt_consolidation,3.12,0,0,3,0,844,0.248,5,3000,470.5,1669.52,0,3.178571429
6000,36 months,9.91,1 year,RENT,45000,Not Verified,debt_consolidation,11.57,0,3,6,0,5869,0.314,10,6000,614.79,3913.55,0,6.769230769
3000,36 months,9.91,6 years,OWN,40000,Source Verified,home_improvement,8.19,0,0,3,0,596,0.043,10,3000,480.27,103.55,0,13.2967033
1000,60 months,14.46,5 years,MORTGAGE,33276,Source Verified,other,11.86,0,3,13,0,5484,0.513,27,1000,51.95,311.85,0,10.87087912
7000,60 months,7.66,6 years,MORTGAGE,60000,Not Verified,debt_consolidation,9.9,0,0,9,0,1596,0.106,16,7000,1398.44,1655.51,0,9.35989011
13000,60 months,10.38,10+ years,RENT,42996,Verified,debt_consolidation,15.13,0,2,7,0,3352,0.172,24,13000,2938.05,6777.63,0,21.15384615
5000,36 months,16.29,2 years,OWN,24000,Source Verified,major_purchase,4.65,0,0,3,0,5063,0.641,4,5000,1330.68,334.48,0,3.346153846
6800,36 months,12.53,3 years,MORTGAGE,65000,Verified,home_improvement,4.1,0,6,17,0,155,0.012,29,3459.09,1087.51,227.58,1,7.68956044
4750,36 months,11.83,3 years,MORTGAGE,36000,Not Verified,debt_consolidation,21.8,0,2,6,0,28450,0.757,10,4750,453.48,14.78,0,5.854395604
16000,36 months,13.49,1 year,MORTGAGE,68000,Not Verified,debt_consolidation,16.76,0,1,15,0,11684,0.426,33,16000,3543.92,577.53,0,9.950549451
3500,36 months,7.29,10+ years,MORTGAGE,75996,Not Verified,other,15.54,0,0,12,0,41602,0.772,26,3500,320.86,1763.77,0,20.23626374
5600,36 months,15.96,9 years,RENT,48000,Source Verified,debt_consolidation,20.4,0,1,15,0,7653,0.269,32,5600,1475.95,604.17,0,16.55769231
4900,60 months,7.66,7 years,RENT,34224,Not Verified,credit_card,29.89,0,0,6,0,6873,0.291,16,4900,1013.52,98.48,0,14.54395604
13000,36 months,21.21,< 1 year,RENT,156000,Not Verified,small_business,10.45,0,1,12,0,14718,0.404,31,13000,4691.19,526,0,9.703296703
25475,36 months,10.99,< 1 year,RENT,60000,Verified,debt_consolidation,23.06,0,0,12,0,25786,0.589,20,19818.14,4364.27,25.26,1,11.03571429
3700,36 months,10.74,10+ years,MORTGAGE,117000,Verified,credit_card,12.74,1,1,9,0,19382,0.858,24,3700,33.41,3733.63,0,18.9010989
4400,36 months,5.99,5 years,OWN,48000,Not Verified,major_purchase,17.93,0,1,6,0,9945,0.337,18,4400,418.11,135.94,0,21.15384615
16000,36 months,7.05,4 years,MORTGAGE,241875,Not Verified,car,6.4,0,0,10,0,74927,0.139,24,16000,1370.08,8480.08,0,14.88186813
30000,60 months,20.25,5 years,MORTGAGE,150000,Source Verified,debt_consolidation,10.46,0,3,10,0,43491,0.906,39,28429.84,17886.36,799,0,26.17307692
6000,36 months,14.65,< 1 year,MORTGAGE,92000,Verified,debt_consolidation,11.18,1,3,17,1,10223,0.686,28,6000,1450.7,214.12,0,10.61538462
11200,36 months,10.99,9 years,MORTGAGE,63000,Source Verified,debt_consolidation,22.42,0,0,9,0,14330,0.702,19,11200,1786.05,4210.88,0,10.86813187
6400,36 months,7.68,< 1 year,MORTGAGE,101400,Not Verified,credit_card,0.83,0,1,10,0,1715,0.082,21,6400,787.25,44.77,0,23.07692308
25000,60 months,18.17,5 years,RENT,120000,Verified,debt_consolidation,15.76,0,1,11,0,99892,0.889,33,11313.29,10697.42,687.55,1,12.37637363
1500,36 months,14.17,7 years,RENT,28000,Not Verified,home_improvement,22.24,0,2,7,0,4066,0.411,25,1500,350.11,58.55,0,10.37087912
6000,60 months,18.3,2 years,OWN,34000,Verified,small_business,9.95,0,0,11,0,2914,0.971,19,6000,3004.66,1978.62,0,5.266483516
20000,36 months,19.47,10+ years,RENT,150000,Verified,other,0.98,0,0,4,0,29518,0.974,20,20000,6565.43,761.35,0,17.72527473
22000,60 months,19.29,3 years,RENT,58000,Verified,debt_consolidation,15.64,1,0,12,1,14274,0.639,18,13625,220.22,13845.67,0,16.22252747
17000,60 months,11.71,6 years,RENT,35496,Source Verified,debt_consolidation,14.77,0,0,8,0,18485,0.426,18,17000,5443.71,2908.87,0,17.39285714
15000,36 months,12.68,6 years,RENT,110000,Verified,debt_consolidation,22.34,0,0,14,0,32142,0.775,46,15000,3111.54,557.14,0,14.79945055
7500,36 months,11.71,7 years,MORTGAGE,50000,Source Verified,debt_consolidation,10.46,0,1,9,0,4813,0.617,16,2996.83,951.57,248.07,1,5.519230769
21000,60 months,20.25,2 years,RENT,73500,Verified,small_business,14.53,0,1,12,0,9106,0.509,15,4530.77,6095.36,34.39,1,7.945054945
12000,36 months,7.88,9 years,RENT,140000,Not Verified,credit_card,8.38,0,0,8,0,15915,0.359,14,12000,1263.39,5393.27,0,14.88186813
7500,60 months,11.71,3 years,RENT,18240,Verified,other,13.95,0,0,10,0,7777,0.254,13,6841.03,2421.37,165.74,0,10.61538462
20000,60 months,15.65,< 1 year,OWN,80640,Verified,debt_consolidation,20.6,0,2,12,0,13135,0.615,33,20000,5009.11,14885.24,0,18.64285714
6000,36 months,7.66,7 years,MORTGAGE,52000,Not Verified,debt_consolidation,5.86,0,1,7,0,2418,0.242,14,6000,422.07,4191.44,0,9.03021978
20250,60 months,15.27,7 years,RENT,39624,Verified,credit_card,23.08,0,2,14,0,22784,0.352,25,17446.44,8684.06,484.63,0,8.027472527
4200,36 months,7.51,< 1 year,RENT,40000,Source Verified,car,5.07,0,2,11,0,7894,0.464,12,4200,503.94,142.42,0,21.24175824
16000,36 months,11.34,5 years,RENT,85000,Not Verified,debt_consolidation,9.37,0,1,7,1,8833,0.448,12,16000,2779.92,449.91,0,12.62637363
15000,36 months,13.92,4 years,RENT,72385.51,Verified,debt_consolidation,16.68,0,5,10,0,21063,0.592,18,15000,2286.25,9616.9,0,10.61813187
19000,36 months,15.57,10+ years,RENT,55000,Verified,debt_consolidation,20.27,0,5,16,0,18344,0.598,33,2582.32,1393.82,663.96,1,31.85714286
25000,36 months,9.99,3 years,MORTGAGE,137000,Verified,debt_consolidation,19.86,0,0,10,0,37621,0.829,30,25000,3745.54,7822.66,0,15.47252747
5000,36 months,8.49,n/a,MORTGAGE,42000,Not Verified,debt_consolidation,16.71,0,1,13,1,7434,0.274,20,5000,681.3,177.02,0,14.46153846
5600,36 months,9.99,< 1 year,RENT,47700,Not Verified,major_purchase,11.22,0,0,3,0,6930,0.554,5,5600,904.6,196.02,0,5.269230769
4000,36 months,10.62,n/a,RENT,12000,Not Verified,other,14.1,0,1,13,0,3361,0.211,14,4000,696.91,16.46,0,21.99725275
10625,36 months,12.42,2 years,RENT,30000,Not Verified,credit_card,23.36,0,1,18,0,15037,0.911,26,10625,621.35,9474.85,0,8.782967033
24000,36 months,17.56,8 years,MORTGAGE,90000,Not Verified,credit_card,23,0,1,20,0,31058,0.758,33,24000,7046.04,939.55,0,12.45604396
20000,60 months,15.58,10+ years,MORTGAGE,135200,Verified,home_improvement,11.83,0,6,15,0,10592,0.133,31,12225,4909.34,4781.83,0,13.79395604
14300,36 months,10.39,< 1 year,RENT,30000,Not Verified,credit_card,21.28,0,2,7,0,5649,0.302,14,14300,2405.53,469.75,0,7.521978022
16800,36 months,6.03,5 years,MORTGAGE,75000,Not Verified,debt_consolidation,12.5,0,1,10,0,13325,0.202,22,16800,1182.71,9292.76,0,14.0467033
6000,60 months,15.7,10+ years,MORTGAGE,60000,Verified,debt_consolidation,22.96,0,0,9,0,35895,0.886,32,6000,308.78,3.56,0,14.12912088
5700,36 months,9.99,< 1 year,RENT,53000,Not Verified,small_business,10.01,0,1,7,0,12313,0.56,24,5700,766.83,2615.37,0,12.62362637
1825,36 months,14.27,10+ years,MORTGAGE,98000,Not Verified,medical,18.17,0,2,16,1,12163,0.501,59,1825,208.27,52.53,0,17.89285714
6000,36 months,11.99,6 years,MORTGAGE,40000,Source Verified,debt_consolidation,24.06,0,0,6,0,1863,0.388,17,6000,1173.24,200.6,0,12.29395604
18000,36 months,9.76,10+ years,MORTGAGE,99000,Not Verified,car,8.86,0,3,5,0,2448,0.612,24,18000,3218.1,3629.21,0,12.45879121
12000,60 months,15.95,9 years,RENT,108904.08,Source Verified,debt_consolidation,14.43,0,2,12,0,9885,0.581,25,12000,5488.93,581.93,0,10.62087912
2000,36 months,10.74,7 years,OWN,42900,Not Verified,debt_consolidation,2.69,0,1,4,0,595,0.09,11,2000,348.52,70.83,0,9.870879121
2500,36 months,15.7,< 1 year,MORTGAGE,44000,Not Verified,home_improvement,11.05,0,3,4,0,2276,0.875,5,458.03,240.53,87.53,1,4.428571429
5000,36 months,12.98,2 years,RENT,24000,Not Verified,debt_consolidation,8.3,0,0,7,0,4600,0.708,10,5000,1063.41,174.45,0,4.266483516
6000,36 months,9.99,10+ years,RENT,45000,Source Verified,debt_consolidation,5.44,0,1,6,0,5919,0.515,7,6000,734.94,3260.44,0,8.524725275
6000,60 months,13.61,10+ years,OWN,74256,Not Verified,car,10.08,0,0,6,0,6963,0.765,26,6000,703.14,5321.88,0,24.41758242
14000,36 months,11.99,8 years,RENT,35000,Verified,small_business,19.68,0,2,6,0,2552,0.359,7,1224.47,669.64,500,1,4.848901099
8500,36 months,13.92,5 years,RENT,40000,Verified,debt_consolidation,16.05,0,1,10,0,13013,0.661,17,4278.64,1516.16,290.17,1,5.519230769
30000,60 months,9.91,10+ years,MORTGAGE,72000,Verified,home_improvement,1.07,0,0,8,0,6396,0.186,37,26291.33,8056.75,636.09,0,20.31868132
7000,36 months,9.32,4 years,RENT,37200,Verified,wedding,20.06,0,0,5,0,3255,0.302,17,7000,1050.55,250.5,0,15.63461538
20000,36 months,9.99,3 years,RENT,160000,Verified,debt_consolidation,8.6,0,2,10,0,26435,0.339,19,20000.01,3228.99,682.54,0,17.39285714
30000,60 months,18.64,4 years,RENT,80700,Verified,debt_consolidation,11.35,0,0,7,0,12090,0.675,19,3635.9,4841.69,772.29,1,12.62362637
20000,36 months,10.83,2 years,MORTGAGE,115000,Not Verified,small_business,8.42,0,3,11,0,94699,0.542,27,11475,2016.09,385.6,0,20.1510989
6000,36 months,7.49,2 years,MORTGAGE,45000,Not Verified,home_improvement,12.69,0,2,6,0,1891,0.473,18,6000,565.5,3023.21,0,9.950549451
16500,60 months,11.12,10+ years,MORTGAGE,75000,Verified,debt_consolidation,9.41,0,0,13,0,5399,0.142,41,16500,4602.84,6027.52,0,15.13461538
9000,36 months,11.71,9 years,MORTGAGE,43000,Not Verified,renewable_energy,23.25,0,0,9,0,3106,0.724,19,9000,1716.58,308.04,0,8.862637363
16750,36 months,15.2,5 years,MORTGAGE,55000,Verified,debt_consolidation,21.8,0,1,10,1,11821,0.793,23,16750,4014.55,4507.88,0,7.857142857
15000,36 months,7.9,6 years,MORTGAGE,158000,Verified,home_improvement,22.07,0,0,18,0,23140,0.521,41,15000,1896.71,474.91,0,16.39010989
5000,36 months,7.91,7 years,MORTGAGE,26000,Not Verified,other,2.31,0,0,5,0,496,0.155,14,5000,633.05,161.57,0,10.20054945
10000,36 months,9.88,10+ years,RENT,60000,Not Verified,debt_consolidation,8.1,0,0,8,0,10873,0.64,19,10000,1596.56,340.6,0,16.89010989
6500,36 months,10.99,< 1 year,RENT,30000,Source Verified,credit_card,11.04,0,1,17,0,5648,0.607,40,6500,484.15,5290.58,0,11.70604396
6000,36 months,7.9,10+ years,MORTGAGE,170000,Source Verified,house,4.07,1,1,7,0,5224,0.421,15,6000,758.66,192.32,0,24.25
25000,36 months,11.36,< 1 year,RENT,90000,Verified,debt_consolidation,11.11,1,3,9,0,7462,0.338,20,24999.99,3869.82,2539.91,0,13.54945055
20000,60 months,11.71,7 years,MORTGAGE,210000,Verified,debt_consolidation,8.68,0,0,13,0,18044,0.526,31,20000,4472.38,12550.81,0,21.49175824
20000,60 months,17.51,4 years,MORTGAGE,129996,Verified,debt_consolidation,13.48,2,1,8,0,21872,0.643,32,19999.98,6666.57,13619.65,0,19.48626374
12000,60 months,12.69,10+ years,MORTGAGE,63000,Not Verified,debt_consolidation,20.67,0,0,13,0,23888,0.641,45,886.61,736.51,271.14,1,25.08516484
2000,36 months,10.08,10+ years,RENT,19200,Not Verified,other,6.94,0,0,1,0,0,0,1,2000,318.53,13.58,0,0.840659341
5000,36 months,5.79,2 years,RENT,34000,Source Verified,credit_card,26.89,0,1,21,0,492,0.005,38,5000,448.46,919.38,0,13.54395604
7500,36 months,12.29,6 years,MORTGAGE,5.00E+05,Not Verified,home_improvement,2.19,0,1,10,0,6459,0.238,13,4900,838.82,0.81,0,6.021978022
15000,36 months,12.21,5 years,MORTGAGE,77000,Not Verified,credit_card,14.96,0,3,9,0,30985,0.794,37,15000,2940.15,2458.86,0,13.38186813
12250,36 months,12.98,6 years,RENT,37000,Not Verified,credit_card,24.39,0,4,5,1,15867,0.814,13,12249.99,2450.55,3574.62,0,16.47527473
8000,36 months,5.99,10+ years,MORTGAGE,60000,Verified,home_improvement,6.22,0,0,7,1,1100,0.076,19,8000,760.21,246.11,0,8.862637363
10000,36 months,18.09,1 year,MORTGAGE,78300,Verified,home_improvement,21.69,0,2,7,0,67776,0.982,16,10000,3799.76,4661.58,0,9.197802198
1000,36 months,11.14,3 years,MORTGAGE,98000,Source Verified,debt_consolidation,11.64,1,1,12,0,10333,0.282,36,1000,9.34,1009.39,0,15.88736264
15000,60 months,11.11,7 years,RENT,69996,Source Verified,debt_consolidation,12.81,0,0,14,0,17000,0.623,18,15000,4619.82,95.94,0,32.27197802
12000,36 months,12.22,< 1 year,RENT,60000,Not Verified,educational,18.08,0,1,19,0,26013,0.37,25,5400,354.12,1009.61,0,8.865384615
12000,60 months,18.39,10+ years,MORTGAGE,105000,Verified,debt_consolidation,15.79,0,0,9,0,34930,0.812,23,12000,185.81,12186.93,0,17.14285714
8000,36 months,11.11,2 years,RENT,36000,Source Verified,debt_consolidation,22.83,0,1,10,0,5846,0.629,11,3212.83,961.25,262.33,1,5.269230769
2000,36 months,15.2,5 years,MORTGAGE,48000,Not Verified,home_improvement,16.23,0,3,6,0,17115,0.987,19,773.05,332.94,69.53,1,10.20054945
20000,60 months,15.23,4 years,RENT,47000,Verified,debt_consolidation,24.77,0,2,14,0,14934,0.786,38,19021.8,8624.55,478.22,0,14.38186813
9500,36 months,10.38,5 years,MORTGAGE,45600,Source Verified,debt_consolidation,16.34,0,3,7,0,8737,0.804,27,9500,463.53,8425.03,0,10.03296703
2000,36 months,14.79,6 years,RENT,67000,Source Verified,debt_consolidation,15.92,0,2,10,1,5720,0.908,24,2000,488.46,73.98,0,10.61538462
13000,60 months,10.99,n/a,OWN,25848,Verified,major_purchase,18.15,0,1,16,0,6851,0.059,27,12703.31,3944.08,282.59,0,47.07692308
12000,36 months,8.94,2 years,OWN,39996,Not Verified,debt_consolidation,13.68,0,0,6,0,11012,0.305,20,12000,1725.25,403.4,0,16.05494505
5800,36 months,7.43,1 year,RENT,41300,Not Verified,home_improvement,2.32,0,0,14,0,2650,0.066,18,5800,613.83,253.09,0,7.18956044
5000,36 months,15.21,2 years,RENT,66000,Verified,debt_consolidation,8.36,0,1,6,0,1863,0.532,7,5000,1258.74,195.08,0,3.178571429
8000,36 months,7.14,5 years,RENT,57996,Not Verified,other,7.92,0,1,12,0,1994,0.097,18,8000,911.78,266.96,0,5.769230769
35000,60 months,15.99,5 years,MORTGAGE,76000,Verified,home_improvement,0.79,0,7,17,0,0,0,40,35000,12527.52,19492.65,0,26.84065934
14400,60 months,10.99,4 years,MORTGAGE,70000,Not Verified,car,23.21,0,0,14,0,18341,0.746,38,363.32,261.66,313.02,1,20.98901099
15000,36 months,10.99,10+ years,RENT,28000,Not Verified,credit_card,15.86,0,1,10,1,1594,0.05,15,15000,2653.22,4008.58,0,10.36263736
5100,36 months,10.08,10+ years,OTHER,15000,Not Verified,debt_consolidation,11.12,0,11,11,0,9115,0.378,20,367.97,125.14,164.76,1,17.1456044
5000,36 months,13.79,5 years,RENT,34152,Source Verified,debt_consolidation,5.69,0,2,5,0,445,0.89,7,5000,718.57,3335.86,0,14.21153846
7000,36 months,13.98,6 years,RENT,21600,Verified,major_purchase,9.17,0,2,7,0,997,0.285,17,7000,1611.13,260.17,0,6.019230769
15000,36 months,16.4,2 years,MORTGAGE,90000,Not Verified,debt_consolidation,18.12,1,2,15,0,13605,0.709,29,15000,3870.43,703.24,0,17.64285714
35000,36 months,8.49,n/a,MORTGAGE,93600,Source Verified,major_purchase,1.53,0,0,5,0,3962,0.096,17,35000,3209.75,21657.73,0,22.32417582
2500,36 months,8.49,1 year,MORTGAGE,84996,Source Verified,major_purchase,7.81,1,2,7,0,0,0,19,2500,311.31,852.38,0,12.62362637
8000,36 months,11.49,6 years,RENT,31200,Source Verified,other,7.54,0,0,3,0,6584,0.399,8,8000,1495.65,285.81,0,6.019230769
10500,36 months,11.89,5 years,MORTGAGE,113000,Verified,credit_card,6.02,0,0,10,0,13610,0.431,24,10499.99,1593.3,20.76,0,18.47802198
1900,36 months,5.79,4 years,RENT,31200,Not Verified,debt_consolidation,11.32,0,0,9,0,1138,0.033,22,1900,17.96,1.04,0,8.195054945
12000,60 months,10.37,5 years,RENT,70000,Not Verified,debt_consolidation,16.23,0,1,10,0,6580,0.24,35,12000,505.32,11482.42,0,14.38186813
6000,36 months,14.22,5 years,RENT,42000,Not Verified,debt_consolidation,16.6,0,0,12,0,7493,0.781,20,6000,1405.83,227.08,0,4.931318681
16000,36 months,10.65,10+ years,MORTGAGE,70000,Source Verified,credit_card,17.61,0,0,8,0,9803,0.495,19,16000,2762.13,542.96,0,12.21153846
21000,36 months,11.99,3 years,RENT,80000,Not Verified,debt_consolidation,13.5,0,0,5,0,34295,0.689,9,21000,3413.88,9769.49,0,12.70604396
9600,36 months,11.99,7 years,MORTGAGE,62000,Source Verified,credit_card,17.46,1,0,10,0,44107,0.811,19,9600,1877.15,319.97,0,28.76373626
12000,36 months,16.29,10+ years,MORTGAGE,62208,Source Verified,debt_consolidation,19.1,4,2,8,0,6640,0.91,29,12000,3003.46,3995.08,0,19.39835165
17500,60 months,13.23,< 1 year,RENT,60000,Verified,small_business,23.92,0,0,10,0,8023,0.431,20,1575.36,1561.35,150.01,1,18.81318681
14000,36 months,13.06,1 year,RENT,45000,Verified,debt_consolidation,15.89,0,0,10,0,21817,0.755,17,14000,2090.22,8552.24,0,8.447802198
14400,60 months,16.82,6 years,MORTGAGE,60000,Source Verified,major_purchase,4.68,0,2,4,0,8706,0.534,4,10775,4583.88,4732.45,0,3.513736264
25000,60 months,20.16,2 years,MORTGAGE,105000,Verified,debt_consolidation,24.35,0,4,12,0,30240,0.967,25,25000,10752.19,2186.91,0,10.11538462
3500,36 months,11.71,< 1 year,RENT,30000,Source Verified,debt_consolidation,9.36,0,0,6,0,2816,0.458,8,1788.54,521.26,115.77,1,6.104395604
12000,60 months,12.69,10+ years,MORTGAGE,63500,Source Verified,debt_consolidation,17.65,0,0,12,0,13153,0.315,25,143.43,126.18,271.14,1,26.42582418
20000,60 months,11.99,5 years,RENT,38000,Verified,debt_consolidation,25.71,0,1,16,0,1559,0.026,29,20000,2059.44,17614.81,0,17.55494505
18000,60 months,16.02,8 years,RENT,45000,Not Verified,debt_consolidation,16.32,1,1,7,0,2095,0.09,17,18000,4078.54,14209.5,0,13.96978022
10000,36 months,19.29,8 years,OWN,120000,Verified,debt_consolidation,13.12,0,1,25,0,28137,0.638,41,10000,3243.17,730.77,0,23.07692308
5500,36 months,11.89,6 years,RENT,40000,Verified,medical,19.54,0,0,6,0,919,0.061,14,5500,1066.4,212.6,0,22.49725275
3350,36 months,6.76,10+ years,OWN,53000,Verified,car,23.55,0,0,6,0,18350,0.299,20,3350,55.26,3201.12,0,17.3956044
15000,60 months,7.88,9 years,MORTGAGE,80000,Source Verified,home_improvement,5.16,0,0,11,0,1530,0.013,24,9575,1589.85,4981.89,0,13.70879121
4500,36 months,10.99,2 years,MORTGAGE,40000,Source Verified,debt_consolidation,18.43,0,1,15,0,7281,0.098,24,4500,399.46,3433.13,0,10.78296703
3900,36 months,10.99,< 1 year,RENT,44500,Source Verified,major_purchase,6.09,0,0,6,0,5055,0.857,19,2671.37,630.42,127.87,1,15.63461538
8800,36 months,7.88,n/a,MORTGAGE,125000,Not Verified,credit_card,5.84,0,1,10,1,32907,0.539,27,8800,1030.43,2685.18,0,31.02472527
5000,36 months,8,< 1 year,OWN,40000,Not Verified,home_improvement,5.7,0,3,6,0,7755,0.108,8,5000,639.47,314.85,0,26.42307692
12000,36 months,9.63,2 years,MORTGAGE,180000,Source Verified,house,2.16,0,2,11,0,6056,0.301,20,4066.41,781.15,385.13,1,8.274725275
4500,36 months,13.22,4 years,RENT,30555,Not Verified,debt_consolidation,4.32,0,1,4,1,3371,0.887,14,4500,364.38,3801.09,0,14.21703297
6000,36 months,10.46,2 years,RENT,50000,Not Verified,car,5.06,0,1,16,0,9516,0.634,21,6000,981.62,14.2,0,12.29395604
12000,36 months,10.38,9 years,MORTGAGE,38400,Not Verified,credit_card,19.69,0,0,10,0,22382,0.586,19,12000,1287.68,7843.55,0,8.277472527
4000,36 months,7.14,10+ years,MORTGAGE,72000,Not Verified,major_purchase,14.23,0,4,7,0,1957,0.178,24,4000,455.91,133.28,0,16.38461538
7000,36 months,6.92,5 years,RENT,55000,Not Verified,debt_consolidation,17.15,0,0,13,0,6897,0.448,25,7000,771.79,220.82,0,7.85989011
8000,36 months,10.37,3 years,RENT,43000,Verified,debt_consolidation,5.53,1,0,5,0,7848,0.779,19,8000,1343.93,266.52,0,8.027472527
24000,36 months,10.62,10+ years,MORTGAGE,138000,Source Verified,debt_consolidation,6.9,0,2,22,0,96799,0.021,42,24000,4132.02,803.78,0,26.08791209
14000,36 months,14.27,5 years,MORTGAGE,86000,Not Verified,debt_consolidation,8.86,0,0,11,0,17395,0.628,22,14000,3093.93,4136.49,0,15.3021978
7500,36 months,8,4 years,OTHER,125000,Not Verified,other,5.46,0,2,12,0,3638,0.203,15,3600,462.64,115.15,0,25.67032967
15000,36 months,11.71,10+ years,RENT,60000,Not Verified,credit_card,13.24,0,0,21,0,15930,0.345,44,15000,2311.15,7395.95,0,17.31043956
20000,36 months,6.17,10+ years,OWN,60000,Verified,small_business,5.06,0,1,9,0,8440,0.081,17,20000,1895.72,4221.26,0,14.8021978
18000,60 months,8.88,10+ years,RENT,32000,Source Verified,debt_consolidation,18.23,0,0,5,0,1124,0.388,21,18000,4017.96,5586.48,0,14.12912088
8400,36 months,11.99,2 years,MORTGAGE,85000,Verified,debt_consolidation,3.06,0,1,6,0,8163,0.466,7,8400,1586.07,1898.35,0,10.6978022
6000,60 months,15.65,2 years,RENT,24960,Not Verified,other,20.29,0,0,7,0,3198,0.955,8,6000,2687.54,144.33,0,9.620879121
4100,36 months,11.99,1 year,RENT,48000,Not Verified,debt_consolidation,10.38,0,1,8,0,8044,0.752,10,4100,801.72,137.13,0,10.11813187
10175,36 months,12.99,7 years,MORTGAGE,60000,Source Verified,small_business,0.72,0,1,4,0,954,0.053,19,10175,2165.31,352.1,0,14.21428571
13300,60 months,17.56,6 years,RENT,35520,Not Verified,debt_consolidation,20.44,0,0,5,0,10646,0.63,7,13300,6773.34,334.3,0,3.598901099
9000,60 months,20.85,< 1 year,RENT,60000,Source Verified,small_business,5.54,0,0,4,0,6534,0.907,12,9000,5536.28,543.4,0,6.945054945
4225,36 months,9.83,10+ years,RENT,48000,Not Verified,debt_consolidation,11.93,1,0,6,0,19708,0.371,16,4225,670.66,143.93,0,17.47802198
15000,36 months,13.48,5 years,RENT,37818,Not Verified,debt_consolidation,8.25,0,0,9,0,16753,0.547,18,15000,3263.02,2531.14,0,18.89835165
15000,36 months,13.57,< 1 year,MORTGAGE,61572,Source Verified,wedding,15.42,0,0,23,0,6724,0.271,37,15000,497.65,14482.31,0,7.85989011
29100,36 months,12.99,10+ years,MORTGAGE,52000,Verified,small_business,16.25,0,1,2,0,0,0.109,17,9989.3,3721.6,980.36,1,20.31868132
10000,36 months,14.59,9 years,RENT,33000,Not Verified,debt_consolidation,12.81,0,1,6,0,11537,0.978,22,10000,2408.08,359.53,0,8.524725275
12000,60 months,15.28,10+ years,MORTGAGE,60000,Not Verified,small_business,24.02,3,2,10,0,9352,0.786,26,5039.83,4063.46,103.98,1,20.31593407
14000,36 months,8.9,3 years,RENT,30000,Source Verified,debt_consolidation,19.88,0,0,8,0,16101,0.489,22,14000,1993.8,1333.69,0,12.96153846
4000,36 months,13.87,< 1 year,RENT,52000,Not Verified,debt_consolidation,6.9,0,0,6,0,5272,0.787,10,4000,912.48,144.63,0,7.354395604
10000,36 months,7.49,4 years,RENT,43200,Verified,other,1.28,0,1,5,0,304,0.02,28,10000,1196.57,335.39,0,12.70879121
25000,36 months,15.95,2 years,RENT,74872,Verified,debt_consolidation,13.66,0,0,8,0,16535,0.942,20,25000,6620.64,932.72,0,11.45879121
